source_id,title,source,type,category,url,platform,status
PMC-197,A combined computational strategy of sequence and structural analysis predicts the existence of a functional eicosanoid pathway in Drosophila melanogaster.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6372189/,Published Literature,Published
PMC-198,Immune suppressive extracellular vesicle proteins of Leptopilina heterotoma are encoded in the wasp genome.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6945029/,Published Literature,Published
PMC-199,Spaceflight and simulated microgravity conditions increase virulence of Serratia marcescens in the Drosophila melanogaster infection model.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7000411/,Published Literature,Published
PMC-200,A parasitoid wasp of Drosophila employs preemptive and reactive strategies to deplete its host's blood cells,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8191917/,Published Literature,Published
PMC-201,In Silico Analysis of a Drosophila Parasitoid Venom Peptide Reveals Prevalence of the Cation–Polar–Cation Clip Motif in Knottin Proteins,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9865768/,Published Literature,Published
PMC-202,Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/,Published Literature,Published
PMC-203,Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/,Published Literature,Published
PMC-204,Simultaneous exposure of cultured human lymphoblastic cells to simulated microgravity and radiation increases chromosome aberrations,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555395/,Published Literature,Published
PMC-205,Genes required for survival in microgravity revealed by genome-wide yeast deletion collections cultured during spaceflight.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309212/,Published Literature,Published
PMC-206,Physical Forces Modulate Oxidative Status and Stress Defense Meditated Metabolic Adaptation of Yeast Colonies: Spaceflight and Microgravity Simulations,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6560652/,Published Literature,Published
PMC-207,Effects of space flight on mouse liver versus kidney: Gene pathway analyses.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6321533/,Published Literature,Published
PMC-208,Yeast in Space,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040010/,Published Literature,Published
PMC-209,Endocrine Effects of Space Flight,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11833055/,Published Literature,Published
PMC-210,Role of shear stress on renal proximal tubular cells for nephrotoxicity assays,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9146534/,Published Literature,Published
PMC-211,Bone hemodynamic responses to changes in external pressure.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11492218/,Published Literature,Published
PMC-212,Back pain in space and post-flight spine injury: Mechanisms and countermeasure development,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6339989/,Published Literature,Published
PMC-213,Fifteen days of microgravity causes growth in calvaria of mice,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4110898/,Published Literature,Published
PMC-214,Altered disc compression in children with idiopathic low back pain: an upright magnetic resonance imaging backpack study,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3947616/,Published Literature,Published
PMC-215,Spaceflight-induced bone loss alters failure mode and reduces bending strength in murine spinal segments.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5477841/,Published Literature,Published
PMC-216,Spaceflight-associated vascular remodeling and gene expression in mouse calvaria.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9139491/,Published Literature,Published
PMC-217,"Exposure of Mycobacterium marinum to low-shear modeled microgravity: Effect on growth, the transcriptome and survival under stress.",PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515531/,Published Literature,Published
PMC-218,Effects of mechanostimulation on gravitropism and signal persistence in flax roots.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258067/,Published Literature,Published
PMC-219,Oxygen dependency of germinating Brassica seeds.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10025027/,Published Literature,Published
PMC-220,"Desiccation mitigates heat stress in the resurrection fern, Pleopeltis polypodioides",PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733933/,Published Literature,Published
PMC-221,Transcription profile of auxin related genes during positively gravitropic hypocotyl curvature of Brassica rapa.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9105288/,Published Literature,Published
PMC-222,High-gradient magnetic fields and starch metabolism: Results from a space experiment.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9617909/,Published Literature,Published
PMC-223,Lipid rafts and plant gravisensitivity.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695138/,Published Literature,Published
PMC-224,Expression and characterization of the bacterial mechanosensitive channel MscS in Xenopus laevis oocytes,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3503204/,Published Literature,Published
PMC-225,United in Diversity: Mechanosensitive Ion Channels in Plants,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5896955/,Published Literature,Published
PMC-226,Expressing and Characterizing Mechanosensitive Channels in Xenopus Oocytes,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4469364/,Published Literature,Published
PMC-227,The ongoing search for the molecular basis of plant osmosensing,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411250/,Published Literature,Published
PMC-228,Plastid osmotic stress influences cell differentiation at the plant shoot apex.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5047659/,Published Literature,Published
PMC-229,Spaceflight-induced synaptic modifications within hair cells of the mammalian utricle.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5454470/,Published Literature,Published
PMC-230,Effects of angular frequency during clinorotation on mesenchymal stem cell morphology and migration,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515506/,Published Literature,Published
PMC-231,"The role of FGF-2 and BMP-2 in regulation of gene induction, cell proliferation and mineralization.",PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3044105/,Published Literature,Published
PMC-232,"Nutritional supplements, COX-2 and IGF-1 expression in men on active surveillance for prostate cancer.",PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3002170/,Published Literature,Published
PMC-233,To Infinity and Beyond! Human spaceflight and life science.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6188462/,Published Literature,Published
PMC-234,Hyperoxia inhibits T cell activation in mice,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11470607/,Published Literature,Published
PMC-235,"Effects of gravitational mechanical unloading in endothelial cells: association between caveolins, inflammation and adhesion molecules",PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3603133/,Published Literature,Published
PMC-236,n-3 Polyunsaturated fatty acids supplementation in peripheral artery disease: the OMEGA-PAD trial,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6462350/,Published Literature,Published
PMC-237,Molecular mechanisms underlying the enhanced functions of three-dimensional hepatocyte aggregates,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4012541/,Published Literature,Published
PMC-238,Spaceflight alters expression of microRNA during T-cell activation,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4653058/,Published Literature,Published
PMC-239,Spaceflight impairs antigen-specific tolerance induction in vivo and increases inflammatory cytokines.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6137544/,Published Literature,Published
PMC-240,"From cellular mechanotransduction to biologically inspired engineering: 2009 Pritzker Award Lecture, BMES Annual Meeting October 10, 2009.",PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2913424/,Published Literature,Published
PMC-241,Crewmember microbiome may influence microbial composition of ISS habitable surfaces,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190111/,Published Literature,Published
PMC-242,Sierra Nevada sweep: Metagenomic measurements of bioaerosols vertically distributed across the troposphere.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7382458/,Published Literature,Published
PMC-243,Draft Genome Sequences of Fungi Isolated from the International Space Station during the Microbial Tracking-2 Experiment,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8444978/,Published Literature,Published
PMC-244,"Microbial tracking-2, a metagenomics analysis of bacteria and fungi onboard the International Space Station.",PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,Published Literature,Published
PMC-245,Detection of Target Genes for Drug Repurposing to Treat Skeletal Muscle Atrophy in Mice Flown in Spaceflight,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8953707/,Published Literature,Published
PMC-246,Release of CD36-associated cell-free mitochondrial DNA and RNA as a hallmark of space environment response,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166646/,Published Literature,Published
PMC-247,Increasing the number of unloading/reambulation cycles does not adversely impac body composition and lumbar bone mineral density but reduces tissue sensitivity,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3747666/,Published Literature,Published
PMC-248,Bone shaft bending strength index is unaffected by exercise and unloading in mice,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4337661/,Published Literature,Published
PMC-249,Focal enhancement of the skeleton to exercise correlates to mesenchymal stem cell responsivity rather than peak external forces.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4631774/,Published Literature,Published
PMC-250,"Cytoskeletal configuration modulates mechanically induced changes in mesenchymal stem cell osteogenesis, morphology, and stiffness.",PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5052530/,Published Literature,Published
PMC-251,Genetic and tissue level muscle-bone interactions during unloading and reambulation.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5114340/,Published Literature,Published
PMC-252,Osteocyte apoptosis caused by hindlimb unloading is required to trigger osteocyte RANKL production and subsequent resorption of cortical and trabecular bone in mice femurs.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5488280/,Published Literature,Published
PMC-253,Differential Single Cell Responses of Embryonic Stem Cells Versus Embryoid Bodies to Gravity Mechanostimulation,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9293686/,Published Literature,Published
PMC-254,Macrophages inhibit Aspergillus fumigatus germination and neutrophil-mediated fungal killing.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6091969/,Published Literature,Published
PMC-255,Contributions of spore secondary metabolites to UV-C protection and virulence vary in different Aspergillus fumigatus strains,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7029147/,Published Literature,Published
PMC-256,Regulation of hemocytes in Drosophila requires dappled cytochrome b5.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3092937/,Published Literature,Published
PMC-257,A novel phototropic response to red light is revealed in microgravity.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,Published Literature,Published
PMC-258,Plant cell proliferation and growth are altered by microgravity conditions in spaceflight.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9287483/,Published Literature,Published
PMC-259,Phototropism of Arabidopsis thaliana in microgravity and fractional gravity on the International Space Station.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,Published Literature,Published
PMC-260,Light and gravity signals synergize in modulating plant development,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4211383/,Published Literature,Published
PMC-261,A novel blue-light phototropic response is revealed in roots of Arabidopsis thaliana in microgravity.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,Published Literature,Published
PMC-262,Comparative transcriptomics indicate changes in cell wall organization and stress response in seedlings during spaceflight,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5821596/,Published Literature,Published
PMC-263,RNAseq analysis of the response of Arabidopsis thaliana to fractional gravity under blue-light stimulation during spaceflight,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6889863/,Published Literature,Published
PMC-264,Comparison of Microgravity Analogs to Spaceflight in Studies of Plant Growth and Development,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6908503/,Published Literature,Published
PMC-265,The importance of Earth reference controls in spaceflight-omics research: Characterization of nucleolin mutants from the Seedling Growth experiments,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7607443/,Published Literature,Published
PMC-266,Conducting plant experiments in space and on the Moon,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10764921/,Published Literature,Published
PMC-267,Red light enhances plant adaptation to spaceflight and Mars g-levels.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9605285/,Published Literature,Published
PMC-268,EUK-134 ameliorates nNOSµ translocation and skeletal muscle fiber atrophy during short-term mechanical unloading.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3962621/,Published Literature,Published
PMC-269,MnSOD Overexpression Reduces Fibrosis and Pro-Apoptotic Signaling in the Aging Mouse Heart,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4462657/,Published Literature,Published
PMC-270,Lifelong wheel running exercise and mild caloric restriction attenuate nuclear EndoG in the aging plantaris muscle.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5026643/,Published Literature,Published
PMC-271,Age-related alterations in the sarcolemmal environment are attenuated by lifelong caloric restriction and voluntary exercise.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5026642/,Published Literature,Published
PMC-272,"The impact of SRT2104 on skeletal muscle mitochondrial function, redox biology, and loss of muscle mass in hindlimb unloaded rats.",PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10342025/,Published Literature,Published
PMC-273,Bioreactor development for skeletal muscle hypertrophy and atrophy by manipulating uniaxial cyclic strain: Proof of concept.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167039/,Published Literature,Published
PMC-274,Genomic and phenotypic characterization of Burkholderia isolates from the potable water system of the International Space Station,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10020673/,Published Literature,Published
PMC-275,CAMDLES: CFD-DEM Simulation of Microbial Communities in Spaceflight and Artificial Microgravity,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9144607/,Published Literature,Published
PMC-276,Hardware validation of the Advanced Plant Habitat on ISS: Canopy photosynthesis in reduced gravity.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7314936/,Published Literature,Published
PMC-277,Trimeric structure of (+)-pinoresinol-forming dirigent protein at 1.95 A resolution with three isolated active sites.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4340379/,Published Literature,Published
PMC-278,Reduced Arogenate Dehydratase Expression: Ramifications for Photosynthesis and Metabolism,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5933128/,Published Literature,Published
PMC-279,New insights into lignification via network and multi-omics analyses of arogenate dehydratase knock-out mutants in Arabidopsis thaliana,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8185232/,Published Literature,Published
PMC-280,Functional consequences of radiation-induced oxidative stress in cultured neural stem cells and the brain exposed to charged particle irradiation,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3936501/,Published Literature,Published
PMC-281,Exploration of space to achieve scientific breakthroughs,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11998595/,Published Literature,Published
PMC-282,Network Analysis of Gene Transcriptions of Arabidopsis thaliana in Spaceflight Microgravity.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7996555/,Published Literature,Published
PMC-283,Detection of Genes in Arabidopsis thaliana L. Responding to DNA Damage from Radiation and Other Stressors in Spaceflight,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8234954/,Published Literature,Published
PMC-284,"The Effect of spaceflight on mouse olfactory bulb volume, neurogenesis, and cell death indicates the protective effect of novel environment.",PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4152162/,Published Literature,Published
PMC-285,"Effects of low-dose rate γ-irradiation combined with simulated microgravity on markers of oxidative stress, DNA methylation potential, and remodeling in the mouse heart",PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5498037/,Published Literature,Published
PMC-286,Characterization of mouse ocular response to a 35-day spaceflight mission: Evidence of blood-retinal barrier disruption and ocular adaptations.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6547757/,Published Literature,Published
PMC-287,Mice Exposed to Combined Chronic Low-Dose Irradiation and Modeled Microgravity Develop Long-Term Neurological Sequelae.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6747492/,Published Literature,Published
PMC-288,"Spaceflight influences gene expression, photoreceptor integrity, and oxidative stress-related damage in the murine retina.",PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6746706/,Published Literature,Published
PMC-289,Evaluating ocular response in the retina and optic nerve head after single and fractionated high-energy protons,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8400407/,Published Literature,Published
PMC-290,Characterization of gene expression profiles in the mouse brain after 35 days of spaceflight mission.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9365836/,Published Literature,Published
PMC-291,A multi-omics longitudinal study of the murine retinal response to chronic low-dose irradiation and simulated microgravity.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9547011/,Published Literature,Published
PMC-292,Evidence of spaceflight-induced adverse effects on photoreceptors and retinal function in the mouse eye.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10138634/,Published Literature,Published
PMC-293,Effects of spaceflight on the brain,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12031868/,Published Literature,Published
PMC-294,Routine omics collection is a golden opportunity for European human research in space and analog environments.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9583032/,Published Literature,Published
PMC-295,Spatial omics technologies at multimodal and single cell/subcellular level.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9746133/,Published Literature,Published
PMC-296,Genomic characterization and radiation tolerance of Naganishia kalamii sp. nov. and Cystobasidium onofrii sp. nov. from Mars 2020 mission assembly facilities.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10422843/,Published Literature,Published
PMC-297,"Genome and clonal hematopoiesis stability contrasts with immune, cfDNA, mitochondrial, and telomere length changes during short duration spaceflight",PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11022651/,Published Literature,Published
PMC-298,Inspiration4 data access through the NASA Open Science Data Repository,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,Published Literature,Published
PMC-299,Molecular and physiologic changes in the SpaceX Inspiration4 civilian crew,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357997/,Published Literature,Published
PMC-300,Telomeric RNA (TERRA) increases in response to spaceflight and high-altitude climbing,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167063/,Published Literature,Published
PMC-301,Spatial multi-omics of human skin reveals KRAS and inflammatory responses to spaceflight,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166909/,Published Literature,Published
PMC-302,Longitudinal multi-omics analysis of host microbiome architecture and immune responses during short-term spaceflight,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11222149/,Published Literature,Published
PMC-303,Spatiotemporal expression and control of haemoglobin in space,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166948/,Published Literature,Published
PMC-304,"Single-cell multi-ome and immune profiles of the Inspiration4 crew reveal conserved, cell-type, and sex-specific responses to spaceflight",PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166952/,Published Literature,Published
PMC-305,Single-cell analysis identifies conserved features of immune dysfunction in simulated microgravity and spaceflight,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166937/,Published Literature,Published
PMC-306,The Space Omics and Medical Atlas (SOMA) and international astronaut biobank,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357981/,Published Literature,Published
PMC-307,"Secretome profiling reveals acute changes in oxidative stress, brain homeostasis, and coagulation following short-duration spaceflight",PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166969/,Published Literature,Published
PMC-308,Astronaut omics and the impact of space on the human body at scale,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166943/,Published Literature,Published
PMC-309,Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,Published Literature,Published
PMC-310,"Cosmic kidney disease: an integrated pan-omic, physiological and morphological study into spaceflight-induced renal dysfunction",PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167060/,Published Literature,Published
PMC-311,Spaceflight induces changes in gene expression profiles linked to insulin and estrogen,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,Published Literature,Published
PMC-312,Protective alleles and precision healthcare in crewed spaceflight,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11263583/,Published Literature,Published
PMC-313,To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,Published Literature,Published
PMC-314,Growth chambers on the International Space Station for large plants,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10780891/,Published Literature,Published
PMC-315,Microbiological and nutritional analysis of lettuce crops grown on the International Space Station,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067979/,Published Literature,Published
PMC-316,Natural variation in the expression of ORGANIC CATION TRANSPORTER 1 affects root length responses to cadaverine in Arabidopsis.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4321547/,Published Literature,Published
PMC-317,Auxin: Shape matters.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6710492/,Published Literature,Published
PMC-318,Gravity signaling in flowering plant roots,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,Published Literature,Published
PMC-319,Cadaverine regulates biotin synthesis to modulate primary root growth in Arabidopsis,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8518694/,Published Literature,Published
PMC-320,Low-speed clinorotation of Brachypodium distachyon and Arabidopsis thaliana seedlings triggers root tip curvatures that are reminiscent of gravitropism.,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9861679/,Published Literature,Published
PMC-321,New device for high-throughput viability screening of flow biofilms,PMC Bioscience Papers,Research Publication,space_bioscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2897429/,Published Literature,Published
